	patient	component_size	other	CD15-Tumor	CD15+Tumor	Tcell	Bcell	BnTcell	Macrophage	Neutrophil	DC
608	0925	280	0.6	0.04642857142857143	0.0	0.18214285714285713	0.007142857142857143	0.0035714285714285713	0.060714285714285714	0.0	0.1
609	0925	178	0.5842696629213483	0.07303370786516854	0.0	0.16853932584269662	0.0056179775280898875	0.0	0.10674157303370786	0.0	0.06179775280898876
610	0925	101	0.48514851485148514	0.24752475247524752	0.009900990099009901	0.19801980198019803	0.0	0.0	0.0297029702970297	0.0297029702970297	0.0
611	0925	997	0.4312938816449348	0.13640922768304914	0.0	0.37612838515546637	0.010030090270812437	0.004012036108324975	0.034102306920762285	0.003009027081243731	0.0050150451354062184
612	0925	244	0.6229508196721312	0.08196721311475409	0.0	0.20081967213114754	0.0	0.0	0.06557377049180328	0.012295081967213115	0.01639344262295082
613	0925	532	0.6052631578947368	0.03571428571428571	0.0018796992481203006	0.21428571428571427	0.013157894736842105	0.0037593984962406013	0.06203007518796992	0.0037593984962406013	0.06015037593984962
614	0925	389	0.7017994858611826	0.010282776349614395	0.0	0.20051413881748073	0.0	0.0	0.06683804627249357	0.0	0.02056555269922879
615	0925	120	0.5416666666666666	0.26666666666666666	0.0	0.16666666666666666	0.0	0.0	0.016666666666666666	0.0	0.008333333333333333
616	0925	103	0.3592233009708738	0.22330097087378642	0.05825242718446602	0.2524271844660194	0.019417475728155338	0.009708737864077669	0.038834951456310676	0.019417475728155338	0.019417475728155338
617	0925	462	0.461038961038961	0.19047619047619047	0.0	0.22077922077922077	0.09956709956709957	0.012987012987012988	0.012987012987012988	0.0	0.0021645021645021645
618	0925	411	0.6642335766423357	0.0024330900243309003	0.0	0.2749391727493917	0.0024330900243309003	0.0	0.0072992700729927005	0.009732360097323601	0.038929440389294405
619	0925	142	0.5915492957746479	0.1056338028169014	0.0	0.2112676056338028	0.007042253521126761	0.0	0.07042253521126761	0.007042253521126761	0.007042253521126761
620	0925	272	0.4264705882352941	0.20220588235294118	0.014705882352941176	0.20220588235294118	0.014705882352941176	0.022058823529411766	0.08455882352941177	0.011029411764705883	0.022058823529411766
621	0925	197	0.6294416243654822	0.07106598984771574	0.0	0.2233502538071066	0.005076142131979695	0.005076142131979695	0.06598984771573604	0.0	0.0
622	0925	163	0.4294478527607362	0.25766871165644173	0.012269938650306749	0.20245398773006135	0.0	0.012269938650306749	0.012269938650306749	0.03680981595092025	0.03680981595092025
623	0925	248	0.6008064516129032	0.0	0.0	0.24596774193548387	0.0	0.004032258064516129	0.10483870967741936	0.036290322580645164	0.008064516129032258
624	0925	183	0.6557377049180327	0.1366120218579235	0.0	0.18579234972677597	0.0	0.0	0.02185792349726776	0.0	0.0
625	0925	152	0.34210526315789475	0.29605263157894735	0.02631578947368421	0.16447368421052633	0.0	0.0	0.039473684210526314	0.13157894736842105	0.0
626	0925	145	0.45517241379310347	0.0896551724137931	0.0	0.21379310344827587	0.0	0.0	0.20689655172413793	0.013793103448275862	0.020689655172413793
